Local Government Area,Offence type,Jan - Dec 2015,Jan - Dec 2016,Jan - Dec 2017,Jan - Dec 2018,Jan - Dec 2019,"Rate per 100,000 population Jan - Dec 2019",2 year trend and annual percent change (Jan 2018-Dec 2019),5 year trend and average annual percent change (Jan 2015-Dec 2019)
Bayside,Criminal intent,32,31,40,29,26,14.9,Stable,Stable
Bayside,Betting and gaming offences,1,0,0,3,0,nc,nc,nc
Bayside,Liquor offences,39,39,43,83,64,36.7,Stable,Up 13.2%
Bayside,Pornography offences,2,10,7,17,9,5.2,nc,nc
Bayside,Prostitution offences,1,0,0,1,0,nc,nc,nc
Bayside,Escape custody,1,0,1,1,0,nc,nc,nc
Bayside,Breach Apprehended Violence Order,162,219,230,233,262,150.2,Stable,Up 12.8%
Bayside,Breach bail conditions,345,355,435,414,390,223.7,Stable,Up 3.1%
Bayside,Fail to appear,4,0,4,6,17,9.7,nc,nc
Bayside,Resist or hinder officer,62,64,65,65,75,43,Stable,Stable
Bayside,Other offences against justice procedures,5,7,6,5,16,9.2,nc,nc
Bayside,Transport regulatory offences,5464,4258,3121,2411,1945,1115.4,Down 19.3%,Down 22.8%
Bayside,Other offences,413,298,348,324,329,188.7,Stable,Stable
Bega Valley,Murder *,2,0,0,2,1,2.9,nc,nc
Bega Valley,Attempted murder,0,0,0,0,0,nc,nc,nc
Bega Valley,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Bega Valley,Manslaughter *,0,0,0,0,0,nc,nc,nc
Bega Valley,Domestic violence related assault,104,106,107,107,102,297,Stable,Stable
Bega Valley,Non-domestic violence related assault,112,116,124,97,98,285.3,Stable,Stable
Bega Valley,Assault Police,10,13,4,7,14,40.8,nc,nc
Bega Valley,Sexual assault,24,25,31,28,27,78.6,Stable,Stable
Bega Valley,"Indecent assault, act of indecency and other sexual offences",49,27,36,46,30,87.3,Stable,Stable
Bega Valley,Abduction and kidnapping,1,0,0,0,0,nc,nc,nc
Bega Valley,Robbery without a weapon,0,0,3,1,2,5.8,nc,nc
Bega Valley,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Bega Valley,Robbery with a weapon not a firearm,0,1,0,2,1,2.9,nc,nc
Bega Valley,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Bega Valley,"Intimidation, stalking and harassment",136,153,106,113,115,334.8,Stable,Down 4.1%
Bega Valley,Other offences against the person,5,7,3,4,7,20.4,nc,nc
Bega Valley,Break and enter dwelling,60,79,70,60,73,212.5,Stable,Stable
Bega Valley,Break and enter non-dwelling,66,75,48,51,61,177.6,Stable,Stable
Bega Valley,Receiving or handling stolen goods,10,9,13,10,8,23.3,nc,nc
Bega Valley,Motor vehicle theft,28,28,19,31,39,113.5,Stable,nc
Bega Valley,Steal from motor vehicle,83,163,129,80,118,343.5,Stable,Stable
Bega Valley,Steal from retail store,44,61,48,53,41,119.4,Stable,Stable
Bega Valley,Steal from dwelling,87,85,50,79,76,221.3,Stable,Stable
Bega Valley,Steal from person,5,8,4,6,3,8.7,nc,nc
Bega Valley,Stock theft,1,5,6,3,3,8.7,nc,nc
Bega Valley,Fraud,72,108,103,104,119,346.5,Stable,Up 13.4%
Bega Valley,Other theft,87,97,116,98,120,349.4,Stable,Stable
Bega Valley,Arson,16,14,7,12,28,81.5,nc,nc
Bega Valley,Malicious damage to property,319,275,276,199,182,529.9,Stable,Down 13.1%
Bega Valley,Possession and/or use of cocaine,0,0,2,1,0,nc,nc,nc
Bega Valley,Possession and/or use of narcotics,0,0,1,0,0,nc,nc,nc
Bega Valley,Possession and/or use of cannabis,100,92,44,70,46,133.9,Stable,Down 17.6%
Bega Valley,Possession and/or use of amphetamines,11,8,20,14,18,52.4,nc,nc
Bega Valley,Possession and/or use of ecstasy,2,4,1,2,2,5.8,nc,nc
Bega Valley,Possession and/or use of other drugs,3,7,12,8,14,40.8,nc,nc
Bega Valley,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Bega Valley,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Bega Valley,"Dealing, trafficking in cannabis",4,1,2,2,2,5.8,nc,nc
Bega Valley,"Dealing, trafficking in amphetamines",2,3,3,3,6,17.5,nc,nc
Bega Valley,"Dealing, trafficking in ecstasy",1,0,0,0,0,nc,nc,nc
Bega Valley,"Dealing, trafficking in other drugs",0,0,1,0,0,nc,nc,nc
Bega Valley,Cultivating cannabis,21,14,10,16,9,26.2,nc,nc
Bega Valley,Manufacture drug,1,0,0,0,0,nc,nc,nc
Bega Valley,Importing drugs,1,0,0,0,0,nc,nc,nc
Bega Valley,Other drug offences,33,22,14,11,22,64.1,nc,nc
Bega Valley,Prohibited and regulated weapons offences,42,52,55,58,58,168.9,Stable,Stable
Bega Valley,Trespass,54,43,43,37,29,84.4,Stable,Down 14.4%
Bega Valley,Offensive conduct,35,33,24,27,22,64.1,Stable,Down 11.0%
Bega Valley,Offensive language,48,30,38,31,25,72.8,Stable,Down 15.0%
Bega Valley,Criminal intent,10,17,9,8,14,40.8,nc,nc
Bega Valley,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Bega Valley,Liquor offences,62,55,46,46,36,104.8,Down 21.7%,Stable
Bega Valley,Pornography offences,7,2,5,3,1,2.9,nc,nc
Bega Valley,Prostitution offences,0,0,0,0,0,nc,nc,nc
Bega Valley,Escape custody,0,0,0,2,1,2.9,nc,nc
Bega Valley,Breach Apprehended Violence Order,68,74,62,69,76,221.3,Stable,Stable
Bega Valley,Breach bail conditions,20,29,29,26,50,145.6,Up 92.3%,Up 25.7%
Bega Valley,Fail to appear,1,0,1,0,5,14.6,nc,nc
Bega Valley,Resist or hinder officer,44,32,27,38,28,81.5,Down 26.3%,Stable
Bega Valley,Other offences against justice procedures,1,5,9,6,10,29.1,nc,nc
Bega Valley,Transport regulatory offences,0,0,1,1,0,nc,nc,nc
Bega Valley,Other offences,169,141,189,179,132,384.3,Stable,Stable
Bellingen,Murder *,0,0,0,0,0,nc,nc,nc
Bellingen,Attempted murder,0,1,0,0,0,nc,nc,nc
Bellingen,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Bellingen,Manslaughter *,0,0,0,0,0,nc,nc,nc
Bellingen,Domestic violence related assault,32,36,34,46,41,316.3,Stable,Stable
Bellingen,Non-domestic violence related assault,26,34,44,32,44,339.4,Stable,Stable
Bellingen,Assault Police,2,1,4,6,4,30.9,nc,nc
Bellingen,Sexual assault,4,7,8,12,12,92.6,nc,nc
Bellingen,"Indecent assault, act of indecency and other sexual offences",5,9,11,7,13,100.3,nc,nc
Bellingen,Abduction and kidnapping,0,0,0,1,0,nc,nc,nc
Bellingen,Robbery without a weapon,0,0,0,0,0,nc,nc,nc
Bellingen,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Bellingen,Robbery with a weapon not a firearm,0,1,0,2,1,7.7,nc,nc
Bellingen,Blackmail and extortion,1,0,0,0,0,nc,nc,nc
Bellingen,"Intimidation, stalking and harassment",32,47,41,22,56,432,Up 154.5%,Stable
Bellingen,Other offences against the person,2,3,0,2,2,15.4,nc,nc
Bellingen,Break and enter dwelling,17,21,23,28,34,262.3,Stable,nc
Bellingen,Break and enter non-dwelling,28,42,23,25,25,192.9,Stable,Stable
Bellingen,Receiving or handling stolen goods,3,10,3,2,6,46.3,nc,nc
Bellingen,Motor vehicle theft,22,12,25,23,18,138.9,nc,nc
Bellingen,Steal from motor vehicle,42,39,37,45,41,316.3,Stable,Stable
Bellingen,Steal from retail store,8,9,5,14,8,61.7,nc,nc
Bellingen,Steal from dwelling,29,22,34,31,27,208.3,Stable,Stable
Bellingen,Steal from person,2,0,4,1,0,nc,nc,nc
Bellingen,Stock theft,1,1,2,2,1,7.7,nc,nc
Bellingen,Fraud,15,32,25,65,44,339.4,Stable,nc
Bellingen,Other theft,45,35,42,36,20,154.3,Stable,Down 18.4%
Bellingen,Arson,14,30,24,31,19,146.6,nc,nc
Bellingen,Malicious damage to property,65,78,83,77,72,555.4,Stable,Stable
Bellingen,Possession and/or use of cocaine,1,0,1,0,0,nc,nc,nc
Bellingen,Possession and/or use of narcotics,1,0,1,1,0,nc,nc,nc
Bellingen,Possession and/or use of cannabis,36,23,43,23,42,324,Stable,Stable
Bellingen,Possession and/or use of amphetamines,6,7,5,7,7,54,nc,nc
Bellingen,Possession and/or use of ecstasy,0,1,4,0,1,7.7,nc,nc
Bellingen,Possession and/or use of other drugs,3,1,3,2,2,15.4,nc,nc
Bellingen,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Bellingen,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Bellingen,"Dealing, trafficking in cannabis",3,0,1,0,1,7.7,nc,nc
Bellingen,"Dealing, trafficking in amphetamines",2,0,1,0,0,nc,nc,nc
Bellingen,"Dealing, trafficking in ecstasy",1,0,1,0,0,nc,nc,nc
Bellingen,"Dealing, trafficking in other drugs",0,0,0,0,0,nc,nc,nc
Bellingen,Cultivating cannabis,24,20,11,7,16,123.4,nc,nc
Bellingen,Manufacture drug,0,1,0,0,0,nc,nc,nc
Bellingen,Importing drugs,0,0,0,0,1,7.7,nc,nc
Bellingen,Other drug offences,6,8,19,9,19,146.6,nc,nc
Bellingen,Prohibited and regulated weapons offences,19,12,27,15,27,208.3,nc,nc
Bellingen,Trespass,5,9,14,15,15,115.7,nc,nc
Bellingen,Offensive conduct,6,16,8,6,8,61.7,nc,nc
Bellingen,Offensive language,6,21,9,5,6,46.3,nc,nc
Bellingen,Criminal intent,3,4,0,3,1,7.7,nc,nc
Bellingen,Betting and gaming offences,0,0,0,2,0,nc,nc,nc
Bellingen,Liquor offences,12,44,16,26,17,131.1,nc,nc
Bellingen,Pornography offences,2,1,0,4,1,7.7,nc,nc
Bellingen,Prostitution offences,0,0,0,0,0,nc,nc,nc
Bellingen,Escape custody,0,0,0,0,0,nc,nc,nc
Bellingen,Breach Apprehended Violence Order,19,46,25,16,40,308.6,nc,nc
Bellingen,Breach bail conditions,14,18,32,18,18,138.9,nc,nc
Bellingen,Fail to appear,0,0,0,0,0,nc,nc,nc
Bellingen,Resist or hinder officer,6,9,16,6,4,30.9,nc,nc
Bellingen,Other offences against justice procedures,0,0,2,1,0,nc,nc,nc
Bellingen,Transport regulatory offences,0,1,1,0,0,nc,nc,nc
Bellingen,Other offences,62,86,81,70,22,169.7,Down 68.6%,Down 22.8%
Berrigan,Murder *,0,0,0,0,0,nc,nc,nc
Berrigan,Attempted murder,0,0,0,0,0,nc,nc,nc
Berrigan,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Berrigan,Manslaughter *,0,0,0,0,0,nc,nc,nc
Berrigan,Domestic violence related assault,19,15,13,23,15,172.3,nc,nc
Berrigan,Non-domestic violence related assault,20,12,14,19,23,264.2,nc,nc
Berrigan,Assault Police,1,2,0,3,0,nc,nc,nc
Berrigan,Sexual assault,6,1,6,8,9,103.4,nc,nc
Berrigan,"Indecent assault, act of indecency and other sexual offences",6,6,5,10,10,114.9,nc,nc
Berrigan,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Berrigan,Robbery without a weapon,0,0,0,0,0,nc,nc,nc
Berrigan,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Berrigan,Robbery with a weapon not a firearm,0,0,0,0,0,nc,nc,nc
Berrigan,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Berrigan,"Intimidation, stalking and harassment",14,28,15,15,23,264.2,nc,nc
Berrigan,Other offences against the person,0,1,0,2,0,nc,nc,nc
Berrigan,Break and enter dwelling,16,18,23,16,11,126.3,nc,nc
Berrigan,Break and enter non-dwelling,13,18,15,33,25,287.1,Stable,nc
Berrigan,Receiving or handling stolen goods,1,7,3,3,3,34.5,nc,nc
Berrigan,Motor vehicle theft,14,5,5,7,17,195.2,nc,nc
Berrigan,Steal from motor vehicle,13,10,23,34,26,298.6,Stable,nc
Berrigan,Steal from retail store,9,1,7,10,24,275.6,nc,nc
Berrigan,Steal from dwelling,23,35,18,26,28,321.6,Stable,nc
Berrigan,Steal from person,0,0,0,0,0,nc,nc,nc
Berrigan,Stock theft,1,0,5,1,1,11.5,nc,nc
Berrigan,Fraud,13,14,19,16,24,275.6,nc,nc
Berrigan,Other theft,32,18,28,24,20,229.7,Stable,nc
Berrigan,Arson,4,2,4,4,7,80.4,nc,nc
Berrigan,Malicious damage to property,70,60,53,46,46,528.3,Stable,Down 10.0%
Berrigan,Possession and/or use of cocaine,1,3,1,6,6,68.9,nc,nc
Berrigan,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Berrigan,Possession and/or use of cannabis,38,33,40,42,21,241.2,Stable,Stable
Berrigan,Possession and/or use of amphetamines,4,7,9,7,8,91.9,nc,nc
Berrigan,Possession and/or use of ecstasy,15,14,8,19,12,137.8,nc,nc
Berrigan,Possession and/or use of other drugs,11,15,20,31,24,275.6,Stable,nc
Berrigan,"Dealing, trafficking in cocaine",0,1,1,0,2,23,nc,nc
Berrigan,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Berrigan,"Dealing, trafficking in cannabis",1,0,1,0,0,nc,nc,nc
Berrigan,"Dealing, trafficking in amphetamines",0,2,0,0,1,11.5,nc,nc
Berrigan,"Dealing, trafficking in ecstasy",0,3,0,1,2,23,nc,nc
Berrigan,"Dealing, trafficking in other drugs",0,1,1,1,1,11.5,nc,nc
Berrigan,Cultivating cannabis,4,2,3,2,4,45.9,nc,nc
Berrigan,Manufacture drug,0,0,0,0,0,nc,nc,nc
Berrigan,Importing drugs,0,0,0,0,0,nc,nc,nc
Berrigan,Other drug offences,11,23,5,15,8,91.9,nc,nc
Berrigan,Prohibited and regulated weapons offences,23,24,17,30,19,218.2,nc,nc
Berrigan,Trespass,26,25,12,22,19,218.2,nc,nc
Berrigan,Offensive conduct,6,9,7,8,9,103.4,nc,nc
Berrigan,Offensive language,0,6,7,6,4,45.9,nc,nc
Berrigan,Criminal intent,0,1,0,1,0,nc,nc,nc
Berrigan,Betting and gaming offences,0,6,1,9,0,nc,nc,nc
Berrigan,Liquor offences,17,13,13,19,7,80.4,nc,nc
Berrigan,Pornography offences,0,0,2,1,0,nc,nc,nc
Berrigan,Prostitution offences,0,0,0,0,0,nc,nc,nc
Berrigan,Escape custody,0,0,0,0,0,nc,nc,nc
Berrigan,Breach Apprehended Violence Order,13,5,18,23,21,241.2,Stable,nc
Berrigan,Breach bail conditions,11,7,16,9,10,114.9,nc,nc
Berrigan,Fail to appear,1,0,0,0,0,nc,nc,nc
Berrigan,Resist or hinder officer,4,6,4,5,1,11.5,nc,nc
Berrigan,Other offences against justice procedures,2,2,1,2,5,57.4,nc,nc
Berrigan,Transport regulatory offences,0,0,0,0,0,nc,nc,nc
Berrigan,Other offences,25,21,27,29,21,241.2,Stable,Stable
Blacktown,Murder *,8,3,4,4,2,0.5,nc,nc
Blacktown,Attempted murder,2,1,0,2,1,0.3,nc,nc
Blacktown,"Murder accessory, conspiracy",0,1,0,0,0,nc,nc,nc
Blacktown,Manslaughter *,0,1,0,0,1,0.3,nc,nc
Blacktown,Domestic violence related assault,1958,2066,2027,2193,2209,602.7,Stable,Up 3.1%
Blacktown,Non-domestic violence related assault,1528,1574,1664,1705,1714,467.6,Stable,Up 2.9%
Blacktown,Assault Police,107,93,118,133,136,37.1,Stable,Stable
Blacktown,Sexual assault,261,247,294,286,316,86.2,Stable,Up 4.9%
Blacktown,"Indecent assault, act of indecency and other sexual offences",371,329,371,398,419,114.3,Stable,Up 3.1%
Blacktown,Abduction and kidnapping,18,12,12,13,9,2.5,nc,nc
Blacktown,Robbery without a weapon,191,180,136,163,127,34.6,Down 22.1%,Down 9.7%
Blacktown,Robbery with a firearm,25,18,8,12,12,3.3,nc,nc
Blacktown,Robbery with a weapon not a firearm,75,54,78,81,88,24,Stable,Stable
Blacktown,Blackmail and extortion,9,5,2,12,3,0.8,nc,nc
Blacktown,"Intimidation, stalking and harassment",1818,1935,1817,1929,2341,638.7,Up 21.4%,Up 6.5%
Blacktown,Other offences against the person,61,59,22,32,69,18.8,Up 115.6%,Stable
Blacktown,Break and enter dwelling,1560,1554,1553,1536,1371,374,Down 10.7%,Down 3.2%
Blacktown,Break and enter non-dwelling,363,367,303,430,363,99,Stable,Stable
Blacktown,Receiving or handling stolen goods,405,452,447,431,493,134.5,Stable,Up 5.0%
Blacktown,Motor vehicle theft,792,781,852,784,690,188.2,Stable,Stable
Blacktown,Steal from motor vehicle,2390,2433,2708,2907,2484,677.7,Down 14.6%,Stable
Blacktown,Steal from retail store,1138,1059,1287,1373,1332,363.4,Stable,Up 4.0%
Blacktown,Steal from dwelling,931,967,949,941,870,237.4,Stable,Stable
Blacktown,Steal from person,300,313,280,256,292,79.7,Stable,Stable
Blacktown,Stock theft,7,0,3,2,3,0.8,nc,nc
Blacktown,Fraud,3079,2853,3319,3654,3679,1003.7,Stable,Up 4.6%
Blacktown,Other theft,1141,1256,1297,1130,1180,321.9,Stable,Stable
Blacktown,Arson,252,274,273,209,199,54.3,Stable,Down 5.7%
Blacktown,Malicious damage to property,3398,3408,3369,3426,3337,910.4,Stable,Stable
Blacktown,Possession and/or use of cocaine,7,14,25,40,43,11.7,Stable,nc
Blacktown,Possession and/or use of narcotics,14,23,27,18,29,7.9,nc,nc
Blacktown,Possession and/or use of cannabis,606,574,573,637,681,185.8,Stable,Up 3.0%
Blacktown,Possession and/or use of amphetamines,269,264,259,291,331,90.3,Stable,Up 5.3%
Blacktown,Possession and/or use of ecstasy,18,27,20,24,25,6.8,Stable,nc
Blacktown,Possession and/or use of other drugs,107,122,102,160,186,50.7,Stable,Up 14.8%
Blacktown,"Dealing, trafficking in cocaine",0,12,2,7,18,4.9,nc,nc
Blacktown,"Dealing, trafficking in narcotics",17,8,5,7,59,16.1,nc,nc
Blacktown,"Dealing, trafficking in cannabis",13,13,19,71,19,5.2,nc,nc
Blacktown,"Dealing, trafficking in amphetamines",40,90,24,71,48,13.1,Stable,Stable
Blacktown,"Dealing, trafficking in ecstasy",4,8,2,4,11,3,nc,nc
Blacktown,"Dealing, trafficking in other drugs",7,9,4,5,15,4.1,nc,nc
Blacktown,Cultivating cannabis,16,15,25,24,29,7.9,Stable,nc
Blacktown,Manufacture drug,2,1,3,2,5,1.4,nc,nc
Blacktown,Importing drugs,2,2,0,2,3,0.8,nc,nc
Blacktown,Other drug offences,119,110,99,125,113,30.8,Stable,Stable
Blacktown,Prohibited and regulated weapons offences,523,518,536,596,724,197.5,Up 21.5%,Up 8.5%
Blacktown,Trespass,273,298,253,277,311,84.8,Stable,Stable
Blacktown,Offensive conduct,86,68,100,102,76,20.7,Stable,Stable
Blacktown,Offensive language,146,106,78,95,89,24.3,Stable,Down 11.6%
Blacktown,Criminal intent,89,95,155,156,158,43.1,Stable,Up 15.4%
Blacktown,Betting and gaming offences,0,0,1,0,0,nc,nc,nc
Blacktown,Liquor offences,215,200,172,222,149,40.7,Stable,Stable
Blacktown,Pornography offences,26,33,41,50,29,7.9,Stable,Stable
Blacktown,Prostitution offences,1,1,6,0,2,0.5,nc,nc
Blacktown,Escape custody,6,13,11,13,3,0.8,nc,nc
Blacktown,Breach Apprehended Violence Order,867,955,960,1089,1108,302.3,Stable,Up 6.3%
Blacktown,Breach bail conditions,2000,1820,1969,2019,2437,664.9,Up 20.7%,Up 5.1%
Blacktown,Fail to appear,23,35,20,5,13,3.5,nc,nc
Blacktown,Resist or hinder officer,275,244,283,270,286,78,Stable,Stable
Blacktown,Other offences against justice procedures,19,28,32,16,105,28.6,nc,nc
Blacktown,Transport regulatory offences,18838,17117,19238,14531,15832,4319.4,Stable,Down 4.3%
Blacktown,Other offences,516,531,492,474,566,154.4,Up 19.4%,Stable
Bland,Murder *,0,0,0,0,0,nc,nc,nc
Bland,Attempted murder,0,0,0,0,0,nc,nc,nc
Bland,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Bland,Manslaughter *,0,0,0,0,0,nc,nc,nc
Bland,Domestic violence related assault,18,21,20,15,20,334.2,nc,nc
Bland,Non-domestic violence related assault,21,19,17,15,18,300.8,nc,nc
Bland,Assault Police,2,3,1,4,0,nc,nc,nc
Bland,Sexual assault,1,3,8,6,3,50.1,nc,nc
Bland,"Indecent assault, act of indecency and other sexual offences",3,10,10,5,8,133.7,nc,nc
Bland,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Bland,Robbery without a weapon,0,0,0,0,0,nc,nc,nc
Bland,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Bland,Robbery with a weapon not a firearm,0,0,0,0,0,nc,nc,nc
Bland,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Bland,"Intimidation, stalking and harassment",27,35,22,27,43,718.5,Stable,Stable
Bland,Other offences against the person,0,2,1,0,0,nc,nc,nc
Bland,Break and enter dwelling,19,8,12,8,19,317.5,nc,nc
Bland,Break and enter non-dwelling,11,8,12,4,6,100.3,nc,nc
Bland,Receiving or handling stolen goods,2,3,0,1,5,83.5,nc,nc
Bland,Motor vehicle theft,7,11,9,12,7,117,nc,nc
Bland,Steal from motor vehicle,21,19,18,6,2,33.4,nc,nc
Bland,Steal from retail store,3,7,4,3,3,50.1,nc,nc
Bland,Steal from dwelling,20,5,6,8,7,117,nc,nc
Bland,Steal from person,1,0,0,0,0,nc,nc,nc
Bland,Stock theft,4,7,5,5,5,83.5,nc,nc
Bland,Fraud,13,17,23,27,32,534.7,Stable,nc
Bland,Other theft,15,16,14,15,17,284,nc,nc
Bland,Arson,2,2,4,2,1,16.7,nc,nc
Bland,Malicious damage to property,55,45,27,36,41,685,Stable,Stable
Bland,Possession and/or use of cocaine,0,0,1,0,1,16.7,nc,nc
Bland,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Bland,Possession and/or use of cannabis,11,19,13,27,13,217.2,nc,nc
Bland,Possession and/or use of amphetamines,0,0,4,4,3,50.1,nc,nc
Bland,Possession and/or use of ecstasy,0,0,0,0,0,nc,nc,nc
Bland,Possession and/or use of other drugs,1,0,2,4,2,33.4,nc,nc
Bland,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Bland,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Bland,"Dealing, trafficking in cannabis",0,1,1,0,0,nc,nc,nc
Bland,"Dealing, trafficking in amphetamines",0,0,2,0,1,16.7,nc,nc
Bland,"Dealing, trafficking in ecstasy",0,0,0,0,0,nc,nc,nc
Bland,"Dealing, trafficking in other drugs",0,0,0,0,0,nc,nc,nc
Bland,Cultivating cannabis,2,0,1,4,1,16.7,nc,nc
Bland,Manufacture drug,0,0,0,0,0,nc,nc,nc
Bland,Importing drugs,0,0,0,0,0,nc,nc,nc
Bland,Other drug offences,1,7,2,4,3,50.1,nc,nc
Bland,Prohibited and regulated weapons offences,15,23,22,36,27,451.1,Stable,nc
Bland,Trespass,11,7,9,13,18,300.8,nc,nc
Bland,Offensive conduct,7,15,6,8,8,133.7,nc,nc
Bland,Offensive language,2,10,1,4,5,83.5,nc,nc
Bland,Criminal intent,1,0,2,1,1,16.7,nc,nc
Bland,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Bland,Liquor offences,15,25,10,10,24,401,nc,nc
Bland,Pornography offences,0,2,0,1,1,16.7,nc,nc
Bland,Prostitution offences,0,0,0,0,0,nc,nc,nc
Bland,Escape custody,1,0,0,0,0,nc,nc,nc
Bland,Breach Apprehended Violence Order,10,14,11,15,8,133.7,nc,nc
Bland,Breach bail conditions,15,4,13,10,6,100.3,nc,nc
Bland,Fail to appear,0,0,0,0,0,nc,nc,nc
Bland,Resist or hinder officer,6,6,8,5,7,117,nc,nc
Bland,Other offences against justice procedures,0,0,1,1,1,16.7,nc,nc
Bland,Transport regulatory offences,0,0,0,0,0,nc,nc,nc
Bland,Other offences,16,19,12,16,17,284,nc,nc
Blayney,Murder *,0,0,0,0,0,nc,nc,nc
Blayney,Attempted murder,0,0,0,0,0,nc,nc,nc
Blayney,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Blayney,Manslaughter *,0,0,0,0,0,nc,nc,nc
Blayney,Domestic violence related assault,20,15,38,19,23,313.3,nc,nc
Blayney,Non-domestic violence related assault,18,16,25,25,26,354.1,Stable,nc
Blayney,Assault Police,0,1,0,1,4,54.5,nc,nc
Blayney,Sexual assault,7,10,5,5,5,68.1,nc,nc
Blayney,"Indecent assault, act of indecency and other sexual offences",3,6,13,7,9,122.6,nc,nc
Blayney,Abduction and kidnapping,0,1,0,0,0,nc,nc,nc
Blayney,Robbery without a weapon,0,1,0,0,1,13.6,nc,nc
Blayney,Robbery with a firearm,0,0,1,0,0,nc,nc,nc
Blayney,Robbery with a weapon not a firearm,0,0,0,0,1,13.6,nc,nc
Blayney,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Blayney,"Intimidation, stalking and harassment",27,19,34,45,43,585.7,Stable,nc
Blayney,Other offences against the person,1,2,1,1,1,13.6,nc,nc
Blayney,Break and enter dwelling,27,48,26,31,36,490.3,Stable,Stable
Blayney,Break and enter non-dwelling,19,23,15,23,30,408.6,Stable,nc
Blayney,Receiving or handling stolen goods,1,8,4,6,2,27.2,nc,nc
Blayney,Motor vehicle theft,11,15,14,8,13,177.1,nc,nc
Blayney,Steal from motor vehicle,19,33,26,17,24,326.9,nc,nc
Blayney,Steal from retail store,7,3,2,8,8,109,nc,nc
Blayney,Steal from dwelling,13,18,16,14,16,217.9,nc,nc
Blayney,Steal from person,0,0,2,0,0,nc,nc,nc
Blayney,Stock theft,2,0,3,2,7,95.3,nc,nc
Blayney,Fraud,18,21,16,22,31,422.2,Stable,nc
Blayney,Other theft,13,33,9,27,21,286,Stable,nc
Blayney,Arson,5,1,7,10,4,54.5,nc,nc
Blayney,Malicious damage to property,48,50,50,46,49,667.4,Stable,Stable
Blayney,Possession and/or use of cocaine,0,0,0,0,0,nc,nc,nc
